dateDiff,ranking,description,channel,startTime,rLength,rateInK
2025-05-18T00:00:00.000000,1,DE MOL,PLAY4,20:00:03,01:05:27,1.026.738
2025-05-18T00:00:00.000000,2,CHATEAU PLANCKAERT,VRT 1,20:04:12,00:41:41,832.797
2025-05-18T00:00:00.000000,3,HET 7 UUR-JOURNAAL,VRT 1,19:00:09,00:23:09,743.731
2025-05-18T00:00:00.000000,4,SPORTWEEKEND,VRT 1,19:23:32,00:34:04,717.046
2025-05-18T00:00:00.000000,5,DANCING WITH THE STARS,VTM,19:58:52,01:37:53,678.050
2025-05-18T00:00:00.000000,6,FLIKKEN MAASTRICHT,VRT 1,20:47:54,00:49:03,518.866
2025-05-18T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:48,00:47:14,481.123
2025-05-18T00:00:00.000000,8,HET 1 UUR-JOURNAAL,VRT 1,13:00:05,00:29:02,373.388
2025-05-18T00:00:00.000000,9,"JONAS & JELLE, FROM ZERO TO HERO",VTM2,21:59:22,00:57:57,297.267
2025-05-18T00:00:00.000000,10,DAGELIJKSE KOST,VRT 1,18:10:55,00:45:32,249.029
2025-05-18T00:00:00.000000,11,DE ZEVENDE DAG,VRT 1,11:00:15,01:57:25,240.211
2025-05-18T00:00:00.000000,12,ALLOO BIJ DE VERKEERSPOLITIE,VTM,22:03:22,00:53:24,231.551
2025-05-18T00:00:00.000000,13,NIEUWS 13U VTM,VTM,12:59:44,00:40:28,221.932
2025-05-18T00:00:00.000000,14,DE IDEALE WERELD,VRT 1,21:38:54,00:37:54,212.453
2025-05-18T00:00:00.000000,15,APPLES NEVER FALL,VRT CANVAS,20:00:09,00:42:48,208.880
2025-05-18T00:00:00.000000,16,KOP OVER KOP,EUROSPORT 1 (NL),17:26:50,00:36:21,195.482
2025-05-18T00:00:00.000000,17,HET JOURNAAL LAAT,VRT 1,22:20:07,00:16:47,184.427
2025-05-18T00:00:00.000000,18,SPORTS LATE NIGHT,PLAY4,22:18:07,00:54:01,171.901
2025-05-18T00:00:00.000000,19,GIRO MAGAZINE,VRT 1,22:41:41,00:19:10,165.839
2025-05-18T00:00:00.000000,20,CYCL. GIRO D'ITALIA,EUROSPORT 1 (NL),12:35:35,04:16:58,152.270
2019-11-01T00:00:00.000000,1,THUIS,EEN,20:05:31,00:24:52,1.087.066
2019-11-01T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:37:09,930.132
2019-11-01T00:00:00.000000,3,BELGIUM'S GOT TALENT,VTM,20:40:16,01:33:58,904.431
2019-11-01T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:38:17,00:21:12,822.392
2019-11-01T00:00:00.000000,5,BLOKKEN,EEN,18:30:23,00:26:49,669.543
2019-11-01T00:00:00.000000,6,LONDON KILLS,EEN,20:33:15,01:30:10,601.062
2019-11-01T00:00:00.000000,7,FAMILIE,VTM,20:01:47,00:24:34,566.081
2019-11-01T00:00:00.000000,8,NIEUWS 19U VTM,VTM,18:59:57,00:51:06,561.656
2019-11-01T00:00:00.000000,9,VELDRIJDEN. KOPPENBERG H.,EEN,14:57:20,01:29:41,534.505
2019-11-01T00:00:00.000000,10,HET 1 UUR-JOURNAAL,EEN,13:00:07,00:27:01,468.250
2019-11-01T00:00:00.000000,11,SPORZA,EEN,13:32:59,00:23:05,441.356
2019-11-01T00:00:00.000000,12,VELDRIJDEN. KOPPENBERG D.,EEN,13:42:15,01:01:50,438.430
2019-11-01T00:00:00.000000,13,WITSE,EEN,17:13:21,00:49:24,346.045
2019-11-01T00:00:00.000000,14,DE BUURTPOLITIE,VTM,18:18:44,00:27:54,316.677
2019-11-01T00:00:00.000000,15,THE GOOD DOCTOR,VTM,22:41:27,00:40:49,297.657
2019-11-01T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:54,00:24:08,291.495
2019-11-01T00:00:00.000000,17,POLDARK,EEN,22:06:09,00:58:08,260.540
2019-11-01T00:00:00.000000,18,HET JOURNAAL LAAT,EEN,23:07:04,00:17:01,221.251
2019-11-01T00:00:00.000000,19,NEIGHBOURS,EEN,16:51:01,00:21:46,200.348
2019-11-01T00:00:00.000000,20,DE SLIMSTE MENS TER WERELD,VIER,16:46:20,00:55:15,144.291
2019-11-02T00:00:00.000000,1,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:31:37,828.012
2019-11-02T00:00:00.000000,2,COMEDY TOPPERS,VTM,19:52:48,00:24:30,626.431
2019-11-02T00:00:00.000000,3,NIEUWS 19U VTM,VTM,18:59:54,00:41:50,564.108
2019-11-02T00:00:00.000000,4,WAT EEN JAAR,VTM,20:28:07,00:52:35,550.717
2019-11-02T00:00:00.000000,5,FC DE KAMPIOENEN,EEN,20:48:29,00:33:55,517.856
2019-11-02T00:00:00.000000,6,IEDEREEN BEROEMD,EEN,19:38:05,00:30:08,473.613
2019-11-02T00:00:00.000000,7,THE SECRET LIFE OF THE ZOO,EEN,20:16:30,00:29:11,439.196
2019-11-02T00:00:00.000000,8,THE PROPOSAL,VTM,21:38:24,01:41:37,368.629
2019-11-02T00:00:00.000000,9,ONE IN A THOUSAND,EEN,18:13:46,00:43:56,342.446
2019-11-02T00:00:00.000000,10,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:23:55,329.400
2019-11-02T00:00:00.000000,11,SILENT WITNESS,CANVAS,20:37:30,01:36:57,290.425
2019-11-02T00:00:00.000000,12,ALLIED,EEN,21:26:13,01:52:40,281.019
2019-11-02T00:00:00.000000,13,WITSE,EEN,16:37:15,00:52:34,275.136
2019-11-02T00:00:00.000000,14,BEESTIG,VTM,18:22:37,00:25:14,271.074
2019-11-02T00:00:00.000000,15,SPORTS LATE NIGHT,VIER,22:56:58,00:58:07,246.006
2019-11-02T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:54,00:25:19,234.600
2019-11-02T00:00:00.000000,17,RIJKER DAN JE DENKT?,VTM,17:24:02,00:48:43,234.237
2019-11-02T00:00:00.000000,18,DIEREN IN NESTEN,EEN,13:30:33,00:29:11,188.080
2019-11-02T00:00:00.000000,19,VRANCKX,CANVAS,20:09:49,00:23:58,187.153
2019-11-02T00:00:00.000000,20,"NIGELLA, AT MY TABLE",EEN,17:29:52,00:29:08,176.408
2019-11-03T00:00:00.000000,1,DE TWAALF,EEN,21:04:14,00:46:27,1.193.155
2019-11-03T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:21:47,935.759
2019-11-03T00:00:00.000000,3,DONDEREN IN KEULEN,EEN,20:02:11,00:59:56,933.792
2019-11-03T00:00:00.000000,4,SPORTWEEKEND,EEN,19:22:00,00:34:29,880.755
2019-11-03T00:00:00.000000,5,NIEUWS 19U VTM,VTM,18:59:54,00:44:56,613.933
2019-11-03T00:00:00.000000,6,DANCING WITH THE STARS,VIER,19:58:14,01:46:20,530.579
2019-11-03T00:00:00.000000,7,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:24:50,502.114
2019-11-03T00:00:00.000000,8,JOANNA LUMLEY'S SILK ROAD ADVENTURE,EEN,21:54:07,00:45:34,397.232
2019-11-03T00:00:00.000000,9,MAKE BELGIUM GREAT AGAIN,VTM,19:54:48,01:07:39,381.674
2019-11-03T00:00:00.000000,10,DAGELIJKSE KOST,EEN,18:11:56,00:45:15,381.047
2019-11-03T00:00:00.000000,11,NIEUWS 13U VTM,VTM,12:59:54,00:37:11,349.845
2019-11-03T00:00:00.000000,12,BELGIUM'S GOT TALENT,VTM,17:09:09,01:33:54,289.287
2019-11-03T00:00:00.000000,13,SPORTS LATE NIGHT,VIER,22:28:36,01:09:39,241.001
2019-11-03T00:00:00.000000,14,INSPECTOR MORSE,EEN,13:31:36,01:41:58,238.884
2019-11-03T00:00:00.000000,15,'T IS GEBEURD,VIER,22:09:24,00:15:17,226.495
2019-11-03T00:00:00.000000,16,VELDRIJDEN. RUDDERVOORDE (S.),EEN,17:25:14,00:29:34,224.174
2019-11-03T00:00:00.000000,17,BASKET. BB. FIN - AALSTAR/CHARLEROI,EEN,16:36:13,00:48:11,193.434
2019-11-03T00:00:00.000000,18,TAKEN 2,Q2,20:06:42,01:22:15,174.831
2019-11-03T00:00:00.000000,19,"TOUTANKHAMON, LE TRESOR REDECOUVERT",CANVAS,21:05:16,00:52:40,166.917
2019-11-03T00:00:00.000000,20,IEDEREEN BEROEMD,EEN,12:29:01,00:30:08,164.224
2019-11-04T00:00:00.000000,1,THUIS,EEN,20:15:41,00:24:35,1.182.044
2019-11-04T00:00:00.000000,2,DE SLIMSTE MENS TER WERELD,VIER,21:34:17,00:55:49,1.008.377
2019-11-04T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:43:20,997.022
2019-11-04T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:46:55,00:21:40,946.529
2019-11-04T00:00:00.000000,5,SPOED 24/7,EEN,20:43:13,00:45:32,810.028
2019-11-04T00:00:00.000000,6,BLOKKEN,EEN,18:29:35,00:27:10,692.568
2019-11-04T00:00:00.000000,7,"BOER ZKT VROUW, DE WERELD ROND",VTM,20:39:42,01:00:10,675.328
2019-11-04T00:00:00.000000,8,NIEUWS 19U VTM,VTM,18:59:55,00:52:33,671.638
2019-11-04T00:00:00.000000,9,FAMILIE,VTM,20:03:27,00:24:36,648.878
2019-11-04T00:00:00.000000,10,OOIT VRIJ,VIER,20:35:15,00:44:25,432.936
2019-11-04T00:00:00.000000,11,WITSE,EEN,17:14:43,00:49:19,366.565
2019-11-04T00:00:00.000000,12,DE BUURTPOLITIE,VTM,18:20:19,00:24:55,348.078
2019-11-04T00:00:00.000000,13,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:30:01,336.831
2019-11-04T00:00:00.000000,14,UNITE 42,EEN,21:32:35,00:49:56,248.156
2019-11-04T00:00:00.000000,15,NIEUWS 13U VTM,VTM,12:59:54,00:25:26,245.664
2019-11-04T00:00:00.000000,16,DE AFSPRAAK,CANVAS,20:30:42,00:43:02,238.888
2019-11-04T00:00:00.000000,17,EXTRA TIME,CANVAS,22:14:17,01:08:38,210.765
2019-11-04T00:00:00.000000,18,THE EQUALIZER,Q2,20:37:24,02:00:53,206.260
2019-11-04T00:00:00.000000,19,NEIGHBOURS,EEN,16:52:59,00:21:36,206.040
2019-11-04T00:00:00.000000,20,"LOIC, ZOT VAN KOKEN",VTM,17:59:41,00:15:13,205.975
2019-11-05T00:00:00.000000,1,THUIS,EEN,20:12:07,00:24:28,1.150.129
2019-11-05T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:40:04,977.155
2019-11-05T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:43:34,00:22:04,932.418
2019-11-05T00:00:00.000000,4,HET HUIS - THEO FRANCKEN,EEN,20:39:59,00:56:35,906.861
2019-11-05T00:00:00.000000,5,DE SLIMSTE MENS TER WERELD,VIER,21:17:54,00:59:35,817.168
2019-11-05T00:00:00.000000,6,BLOKKEN,EEN,18:31:41,00:27:12,726.477
2019-11-05T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:54,00:53:22,644.653
2019-11-05T00:00:00.000000,8,FAMILIE,VTM,20:04:29,00:24:41,603.263
2019-11-05T00:00:00.000000,9,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:28:22,360.115
2019-11-05T00:00:00.000000,10,VB. C1 UEFA SCHIFT - LIVERPOOL/GENK,ZES,21:01:09,01:34:25,344.624
2019-11-05T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:19:22,00:27:31,337.230
2019-11-05T00:00:00.000000,12,WITSE,EEN,17:12:51,00:50:39,331.164
2019-11-05T00:00:00.000000,13,ANDY OP PATROUILLE,VTM,20:40:26,00:48:31,313.428
2019-11-05T00:00:00.000000,14,NIEUWS 13U VTM,VTM,12:59:53,00:24:08,282.350
2019-11-05T00:00:00.000000,15,FAROEK,VTM,21:44:26,00:41:24,265.135
2019-11-05T00:00:00.000000,16,HET JOURNAAL LAAT,EEN,22:31:44,00:17:09,236.322
2019-11-05T00:00:00.000000,17,KINDEREN VAN HET VERZET,CANVAS,21:15:57,00:46:12,217.734
2019-11-05T00:00:00.000000,18,BEVERGEM,EEN,21:39:08,00:50:52,215.103
2019-11-05T00:00:00.000000,19,DE AFSPRAAK,CANVAS,20:30:47,00:40:14,193.423
2019-11-05T00:00:00.000000,20,"LOIC, ZOT VAN KOKEN",VTM,17:59:36,00:15:34,192.847
2019-11-06T00:00:00.000000,1,THUIS,EEN,20:17:20,00:25:23,1.180.392
2019-11-06T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:43:13,1.000.398
2019-11-06T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:46:32,00:20:07,933.294
2019-11-06T00:00:00.000000,4,DE SLIMSTE MENS TER WERELD,VIER,21:20:41,00:58:47,768.891
2019-11-06T00:00:00.000000,5,BLOKKEN,EEN,18:30:03,00:27:15,680.289
2019-11-06T00:00:00.000000,6,NIEUWS 19U VTM,VTM,18:59:50,00:53:53,655.143
2019-11-06T00:00:00.000000,7,FAMILIE,VTM,20:04:35,00:25:28,602.138
2019-11-06T00:00:00.000000,8,CODE VAN COPPENS,VTM,20:40:59,00:52:30,524.461
2019-11-06T00:00:00.000000,9,VB. C1 UEFA SCHIFT - PARIS-ST-G./CL.BRUGGE,Q2,21:00:29,01:36:52,509.694
2019-11-06T00:00:00.000000,10,ANIMALITIS,EEN,20:46:14,00:47:36,479.346
2019-11-06T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:20:03,00:25:02,357.279
2019-11-06T00:00:00.000000,12,VB. C1 UEFA SCHIFT - STUDIO,Q2,23:00:39,00:18:56,341.051
2019-11-06T00:00:00.000000,13,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:32:48,308.535
2019-11-06T00:00:00.000000,14,WITSE,EEN,17:12:49,00:50:54,300.549
2019-11-06T00:00:00.000000,15,HET JOURNAAL LAAT,EEN,22:24:05,00:17:35,272.632
2019-11-06T00:00:00.000000,16,"SERGIO & AXEL, VAN DE KAART",VTM,21:49:47,00:52:41,240.815
2019-11-06T00:00:00.000000,17,NIEUWS 13U VTM,VTM,12:59:53,00:25:42,236.793
2019-11-06T00:00:00.000000,18,FOREVER YOUNG,VIER,20:35:14,00:35:17,228.687
2019-11-06T00:00:00.000000,19,VB. C1 UEFA SCHIFT. (S.),Q2,23:23:58,00:23:56,222.750
2019-11-06T00:00:00.000000,20,ROOKIE COPS,EEN,21:37:25,00:43:39,220.104
2019-11-07T00:00:00.000000,1,THUIS,EEN,20:13:35,00:24:36,1.039.266
2019-11-07T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:40:37,897.311
2019-11-07T00:00:00.000000,3,DE SLIMSTE MENS TER WERELD,VIER,21:20:00,00:57:03,881.574
2019-11-07T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:44:10,00:21:22,740.638
2019-11-07T00:00:00.000000,5,BLOKKEN,EEN,18:31:11,00:27:00,667.956
2019-11-07T00:00:00.000000,6,NIEUWS 19U VTM,VTM,18:59:53,00:52:49,595.807
2019-11-07T00:00:00.000000,7,FAMILIE,VTM,20:03:36,00:24:57,586.174
2019-11-07T00:00:00.000000,8,"STEENRIJK, STRAATARM",VTM,20:40:03,00:52:01,533.158
2019-11-07T00:00:00.000000,9,APPEL D'URGENCE,EEN,20:42:02,00:42:35,477.315
2019-11-07T00:00:00.000000,10,ALLOO BIJ DE WEGPOLITIE,VTM,21:49:51,00:50:52,405.756
2019-11-07T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:31:36,394.493
2019-11-07T00:00:00.000000,12,WITSE,EEN,17:13:09,00:50:54,355.590
2019-11-07T00:00:00.000000,13,VB. C3 UEFA SCHIFT - WOLFSBURG/GENT,CANVAS,21:01:03,01:37:41,352.857
2019-11-07T00:00:00.000000,14,DE BUURTPOLITIE,VTM,18:20:59,00:25:44,307.771
2019-11-07T00:00:00.000000,15,NIEUWS 13U VTM,VTM,12:59:54,00:27:27,255.975
2019-11-07T00:00:00.000000,16,NIVEAU 4,VIER,20:35:29,00:34:07,238.086
2019-11-07T00:00:00.000000,17,VB. C3 UEFA SCHIFT - STANDARD/FRANKFURT (2HT),OP 12,19:57:01,00:49:46,179.665
2019-11-07T00:00:00.000000,18,FIRST DATES,EEN,22:48:38,00:45:30,175.792
2019-11-07T00:00:00.000000,19,VB. C3 UEFA SCHIFT - STANDARD/FRANKFURT (1HT),CANVAS,18:55:10,00:46:07,159.255
2019-11-07T00:00:00.000000,20,HET JOURNAAL LAAT,EEN,22:24:37,00:16:45,156.806
2019-11-08T00:00:00.000000,1,THUIS,EEN,20:16:53,00:24:55,1.062.137
2019-11-08T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:04,00:42:45,870.125
2019-11-08T00:00:00.000000,3,BELGIUM'S GOT TALENT,VTM,20:41:16,01:26:25,869.151
2019-11-08T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:46:51,00:21:51,819.118
2019-11-08T00:00:00.000000,5,BLOKKEN,EEN,18:30:21,00:27:04,696.838
2019-11-08T00:00:00.000000,6,NIEUWS 19U VTM,VTM,18:59:54,00:52:36,606.790
2019-11-08T00:00:00.000000,7,FAMILIE,VTM,20:03:09,00:24:43,591.156
2019-11-08T00:00:00.000000,8,LONDON KILLS,EEN,20:43:15,01:28:31,503.790
2019-11-08T00:00:00.000000,9,WITSE,EEN,17:14:36,00:49:27,369.982
2019-11-08T00:00:00.000000,10,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:29:35,333.712
2019-11-08T00:00:00.000000,11,DE BUURTPOLITIE,VTM,18:19:45,00:26:52,306.227
2019-11-08T00:00:00.000000,12,THE GOOD DOCTOR,VTM,22:35:10,00:40:42,278.268
2019-11-08T00:00:00.000000,13,SPORTS LATE NIGHT,VIER,22:59:57,00:17:37,251.101
2019-11-08T00:00:00.000000,14,NIEUWS 13U VTM,VTM,12:59:53,00:26:20,228.014
2019-11-08T00:00:00.000000,15,POLDARK,EEN,22:15:03,00:58:03,195.812
2019-11-08T00:00:00.000000,16,NEIGHBOURS,EEN,16:52:39,00:21:49,175.889
2019-11-08T00:00:00.000000,17,"LOIC, ZOT VAN KOKEN",VTM,17:59:06,00:16:27,152.964
2019-11-08T00:00:00.000000,18,TER ZAKE,CANVAS,20:00:05,00:33:27,152.725
2019-11-08T00:00:00.000000,19,DE AFSPRAAK,CANVAS,20:33:32,00:42:40,152.148
2019-11-08T00:00:00.000000,20,HET JOURNAAL LAAT,EEN,23:15:52,00:16:33,150.993
2019-11-09T00:00:00.000000,1,HET 7 UUR-JOURNAAL,EEN,19:00:02,00:32:19,760.998
2019-11-09T00:00:00.000000,2,COMEDY TOPPERS,VTM,19:52:31,00:24:20,601.807
2019-11-09T00:00:00.000000,3,FC DE KAMPIOENEN,EEN,20:55:46,00:32:42,537.247
2019-11-09T00:00:00.000000,4,WAT EEN JAAR,VTM,20:29:15,00:54:33,529.123
2019-11-09T00:00:00.000000,5,NIEUWS 19U VTM,VTM,18:59:53,00:41:42,520.061
2019-11-09T00:00:00.000000,6,IEDEREEN BEROEMD,EEN,19:40:06,00:31:34,419.764
2019-11-09T00:00:00.000000,7,THE SECRET LIFE OF THE ZOO,EEN,20:21:35,00:30:28,412.004
2019-11-09T00:00:00.000000,8,BIG CATS,EEN,18:13:05,00:43:24,385.688
2019-11-09T00:00:00.000000,9,BOWLING BALLS,VTM,21:42:49,01:24:44,338.967
2019-11-09T00:00:00.000000,10,TESTAMENT OF YOUTH,EEN,21:33:22,02:01:04,302.568
2019-11-09T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:31:43,301.253
2019-11-09T00:00:00.000000,12,SPORTS LATE NIGHT,VIER,23:08:54,00:48:07,262.123
2019-11-09T00:00:00.000000,13,WITSE,EEN,16:38:06,00:50:11,242.547
2019-11-09T00:00:00.000000,14,SILENT WITNESS,CANVAS,20:36:16,01:40:27,232.641
2019-11-09T00:00:00.000000,15,BEESTIG,VTM,18:16:42,00:28:20,231.364
2019-11-09T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:53,00:25:04,222.843
2019-11-09T00:00:00.000000,17,RIJKER DAN JE DENKT?,VTM,17:09:46,00:54:25,190.405
2019-11-09T00:00:00.000000,18,HET JOURNAAL LAAT,EEN,23:36:41,00:15:06,172.705
2019-11-09T00:00:00.000000,19,VRANCKX,CANVAS,20:09:00,00:24:54,161.962
2019-11-09T00:00:00.000000,20,"MAD MAX, FURY ROAD",VIER,20:25:13,01:48:51,140.203
2019-11-10T00:00:00.000000,1,DE TWAALF,EEN,21:07:28,00:46:21,902.158
2019-11-10T00:00:00.000000,2,DONDEREN IN KEULEN,EEN,20:05:48,01:00:00,834.654
2019-11-10T00:00:00.000000,3,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:56:51,738.238
2019-11-10T00:00:00.000000,4,DANCING WITH THE STARS,VIER,20:00:18,01:57:06,565.586
2019-11-10T00:00:00.000000,5,VELDRIJDEN. EK. SILVELLE H.,EEN,15:13:34,01:27:46,556.955
2019-11-10T00:00:00.000000,6,VELDRIJDEN. EK. SILVELLE - BELOFTEN H.,EEN,14:45:02,00:28:32,461.908
2019-11-10T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:54,00:45:00,455.468
2019-11-10T00:00:00.000000,8,HET 1 UUR-JOURNAAL,EEN,13:00:06,00:28:58,448.433
2019-11-10T00:00:00.000000,9,VELDRIJDEN. EK. SILVELLE D.,EEN,13:40:34,01:04:28,442.027
2019-11-10T00:00:00.000000,10,MAKE BELGIUM GREAT AGAIN,VTM,19:56:29,01:06:35,367.128
2019-11-10T00:00:00.000000,11,DAGELIJKSE KOST,EEN,18:12:00,00:45:28,326.171
2019-11-10T00:00:00.000000,12,SPORZA,EEN,13:35:37,00:26:58,312.164
2019-11-10T00:00:00.000000,13,JOANNA LUMLEY'S SILK ROAD ADVENTURE,EEN,21:58:47,00:46:18,305.366
2019-11-10T00:00:00.000000,14,SPORTS LATE NIGHT,VIER,22:25:12,01:11:03,302.509
2019-11-10T00:00:00.000000,15,DE ZEVENDE DAG,EEN,11:00:06,01:58:15,275.983
2019-11-10T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:53,00:34:16,259.460
2019-11-10T00:00:00.000000,17,THE WONDER OF ANIMALS,EEN,17:32:53,00:29:01,257.493
2019-11-10T00:00:00.000000,18,QUANTUM OF SOLACE,VTM,21:24:25,01:37:08,255.979
2019-11-10T00:00:00.000000,19,HET JOURNAAL LAAT,EEN,22:47:46,00:16:22,246.077
2019-11-10T00:00:00.000000,20,VLAANDEREN VAKANTIELAND,EEN,17:09:51,00:16:31,198.458
2019-11-11T00:00:00.000000,1,THUIS,EEN,20:13:30,00:25:25,1.177.000
2019-11-11T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:41:44,1.074.705
2019-11-11T00:00:00.000000,3,DE SLIMSTE MENS TER WERELD,VIER,21:34:52,00:56:00,1.005.333
2019-11-11T00:00:00.000000,4,IEDEREEN BEROEMD,EEN,19:45:10,00:21:45,994.323
2019-11-11T00:00:00.000000,5,SPOED 24/7,EEN,20:43:06,00:46:53,911.671
2019-11-11T00:00:00.000000,6,BLOKKEN,EEN,18:31:32,00:27:17,823.166
2019-11-11T00:00:00.000000,7,"BOER ZKT VROUW, DE WERELD ROND",VTM,20:38:42,00:54:24,740.959
2019-11-11T00:00:00.000000,8,FAMILIE,VTM,20:02:13,00:25:40,728.801
2019-11-11T00:00:00.000000,9,NIEUWS 19U VTM,VTM,18:59:57,00:51:02,695.556
2019-11-11T00:00:00.000000,10,VELDRIJDEN. NIEL D.,EEN,13:42:55,01:01:46,577.346
2019-11-11T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:30:56,567.847
2019-11-11T00:00:00.000000,12,VELDRIJDEN. NIEL H.,EEN,14:57:49,01:20:59,561.801
2019-11-11T00:00:00.000000,13,VELDRIJDEN. NIEL,EEN,13:36:56,00:20:10,559.645
2019-11-11T00:00:00.000000,14,OOIT VRIJ,VIER,20:35:13,00:45:10,461.851
2019-11-11T00:00:00.000000,15,WITSE,EEN,17:13:36,00:49:56,454.822
2019-11-11T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:54,00:25:32,375.242
2019-11-11T00:00:00.000000,17,DE BUURTPOLITIE,VTM,18:20:09,00:25:21,359.671
2019-11-11T00:00:00.000000,18,DOSSIER X,VTM,21:51:42,00:45:50,306.892
2019-11-11T00:00:00.000000,19,UNITE 42,EEN,21:32:31,00:48:00,304.471
2019-11-11T00:00:00.000000,20,NEIGHBOURS,EEN,16:51:45,00:21:43,238.537
2019-11-12T00:00:00.000000,1,THUIS,EEN,20:16:54,00:25:03,1.250.569
2019-11-12T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:05,00:44:26,974.665
2019-11-12T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:47:24,00:22:52,960.492
2019-11-12T00:00:00.000000,4,HET HUIS - THEO FRANCKEN,EEN,20:44:23,00:59:06,958.154
2019-11-12T00:00:00.000000,5,DE SLIMSTE MENS TER WERELD,VIER,21:19:22,00:52:49,895.163
2019-11-12T00:00:00.000000,6,BLOKKEN,EEN,18:32:02,00:27:17,715.767
2019-11-12T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:56,00:52:30,652.038
2019-11-12T00:00:00.000000,8,FAMILIE,VTM,20:03:57,00:25:21,631.688
2019-11-12T00:00:00.000000,9,ANDY OP PATROUILLE,VTM,20:40:34,00:51:12,410.176
2019-11-12T00:00:00.000000,10,WITSE,EEN,17:12:08,00:50:55,368.550
2019-11-12T00:00:00.000000,11,HET 1 UUR-JOURNAAL,EEN,13:00:05,00:30:15,343.009
2019-11-12T00:00:00.000000,12,DE BUURTPOLITIE,VTM,18:20:06,00:25:09,314.204
2019-11-12T00:00:00.000000,13,FAROEK,VTM,21:49:11,00:44:08,312.039
2019-11-12T00:00:00.000000,14,HET JOURNAAL LAAT,EEN,22:39:25,00:16:32,264.369
2019-11-12T00:00:00.000000,15,BEVERGEM,EEN,21:47:51,00:50:14,213.682
2019-11-12T00:00:00.000000,16,NIEUWS 13U VTM,VTM,12:59:54,00:26:17,211.956
2019-11-12T00:00:00.000000,17,DE IDEALE WERELD,CANVAS,22:16:23,00:41:34,197.515
2019-11-12T00:00:00.000000,18,KINDEREN VAN HET VERZET,CANVAS,21:21:46,00:50:01,181.681
2019-11-12T00:00:00.000000,19,CHATEAU MEILAND,VIJF,20:35:08,00:39:26,179.493
2019-11-12T00:00:00.000000,20,WAT EEN DAG,VTM,22:44:23,00:48:47,166.389
2019-11-13T00:00:00.000000,1,THUIS,EEN,20:16:22,00:24:34,1.145.613
2019-11-13T00:00:00.000000,2,HET 7 UUR-JOURNAAL,EEN,19:00:06,00:42:58,978.186
2019-11-13T00:00:00.000000,3,IEDEREEN BEROEMD,EEN,19:46:42,00:20:07,940.691
2019-11-13T00:00:00.000000,4,DE SLIMSTE MENS TER WERELD,VIER,21:19:30,00:53:52,919.997
2019-11-13T00:00:00.000000,5,BLOKKEN,EEN,18:32:08,00:27:16,735.100
2019-11-13T00:00:00.000000,6,CODE VAN COPPENS,VTM,20:40:46,00:48:28,663.552
2019-11-13T00:00:00.000000,7,NIEUWS 19U VTM,VTM,18:59:54,00:53:24,656.714
2019-11-13T00:00:00.000000,8,FAMILIE,VTM,20:04:16,00:24:21,635.555
2019-11-13T00:00:00.000000,9,ANIMALITIS,EEN,20:43:29,00:46:24,466.277
